ID,Paper Title,Publication Year,Author Keywords,Article Citation Count,Authors with Affiliations
839,BSHUNTER: Detecting and Tracing Defects of Bitcoin Scripts,2023,bitcoin;blockchain;smart contract,0,P. Zheng (Sun Yat-sen University); X. Luo (The Hong Kong Polytechnic University); Z. Zheng (Sun Yat-sen University)
840,Do I Belong? Modeling Sense of Virtual Community Among Linux Kernel Contributors,2023,sense of virtual community;belonging;open source;software developers;human factors;survey;PLS-SEM,7,"B. Trinkenreich (Northern Arizona University, Flagstaff, AZ, USA); K. -J. Stol (Lero, the SFI Research Centre for Software, University College Cork, Ireland); A. Sarma (Oregon State University, Portland, OR, USA); D. M. German (University of Victoria, Victoria, Canada); M. A. Gerosa (Northern Arizona University, Flagstaff, AZ, USA); I. Steinmacher (Northern Arizona University, Flagstaff, AZ, USA)"
841,Comparison and Evaluation of Clone Detection Techniques with Different Code Representations,2023,Clone Detection;Empirical Study;Code Representation;Large Scale,0,"Y. Wang (University of Science and Technology of China, China); Y. Ye (University of Science and Technology of China, China); Y. Wu (school of computer science and engineering, nanyang technological university, singapore); W. Zhang (University of Science and Technology of China, China); Y. Xue (University of Science and Technology of China, China); Y. Liu (school of computer science and engineering, nanyang technological university, singapore)"
842,Learning Graph-based Code Representations for Source-level Functional Similarity Detection,2023,Representation learning; Codes; Source coding; Semantics; Cloning; Syntactics; Graph neural networks,0,J. Liu (National University of Singapore); J. Zeng (National University of Singapore); X. Wang (University of Science and Technology of China); Z. Liang (University of Science and Technology of China)
843,The Smelly Eight: An Empirical Study on the Prevalence of Code Smells in Quantum Computing,2023,Quantum computing;Quantum software engineering;Empirical study;Quantum-specific code smell,1,"Q. Chen (University of California, Irvine, USA); R. Camara (LASIGE, Faculdade de Ciencias, Universidade de Lisboa, Lisboa, Portugal); J. Campos (Faculty of Engineering, University of Porto, Porto, Portugal); A. Souto (LASIGE, Faculdade de Ciencias, Universidade de Lisboa, Lisboa, Portugal); I. Ahmed (University of California, Irvine, USA)"
844,Reachable Coverage: Estimating Saturation in Fuzzing,2023,debugging; software testing; verification,1,"D. Liyanage (Monash University, australia); M. Bohme (MPI-SP, Germany); C. Tantithamthavorn (Monash University, australia); S. Lipp (TU Munich, Germany)"
845,Learning Seed-Adaptive Mutation Strategies for Greybox Fuzzing,2023,Fuzzing;Software Testing,1,M. Lee (Korea University); S. Cha (Sungkyunkwan University); H. Oh (Korea University)
846,Improving Java Deserialization Gadget Chain Mining via Overriding-Guided Object Generation,2023,Java deserialization vulnerability;gadget chain;method overriding;exploit generation,2,S. Cao (Yangzhou University); X. Sun (Yangzhou University); X. Wu (Yangzhou University); L. Bo (Yangzhou University); B. Li (Yangzhou University); R. Wu (Xiamen University); W. Liu (Yangzhou University); B. He (Ant Group); Y. Ouyang (Ant Group); J. Li (Ant Group)
847,Evaluating and Improving Hybrid Fuzzing,2023,Schedules; Image edge detection; Computer bugs; Linear regression; Stochastic processes; Pressing; Fuzzing,1,"L. Jiang (Southern University of Science and Technology, Shenzhen, China); H. Yuan (Southern University of Science and Technology, Shenzhen, China); M. Wu (Southern University of Science and Technology, Shenzhen, China); L. Zhang (University of Illinois Urbana-Champaign, Champaign, USA); Y. Zhang (Southern University of Science and Technology, Shenzhen, China)"
848,Robustification of Behavioral Designs against Environmental Deviations,2023,robustness;robustification;labeled transition systems,1,"C. Zhang (Carnegie Mellon University, Pittsburgh, PA, USA); T. Saluja (Swarthmore College, Swarthmore, PA, USA); R. Meira-GÃƒÂ³es (The Pennsylvania State University, State College, PA, USA); M. Bolton (University of Virginia, Charlottesville, VA, USA); D. Garlan (Carnegie Mellon University, Pittsburgh, PA, USA); E. Kang (Carnegie Mellon University, Pittsburgh, PA, USA)"
849,A Qualitative Study on the Implementation Design Decisions of Developers,2023,implementation design decisions;software design,3,"J. T. Liang (School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA); M. Arab (Department of Computer Science, George Mason University, Fairfax, VA, USA); M. Ko (Department of Computer Science, Virginia Tech, Blacksburg, VA, USA); A. J. Ko (Information School, University of Washington, Seattle, WA, USA); T. D. LaToza (Department of Computer Science, George Mason University, Fairfax, VA, USA)"
850,BFTDETECTOR: Automatic Detection of Business Flow Tampering for Digital Content Service,2023,JavaScript;business flow tampering;dynamic analysis;vulnerability detection,0,"I. L. Kim (Department of Computer Science, Purdue University, West Lafayette, USA); W. Wang (University of Southern California, Los Angeles, USA); Y. Kwon (Department of Computer Science, Purdue University, West Lafayette, USA); X. Zhang (Department of Computer Science, Purdue University, West Lafayette, USA)"
851,FedSlice: Protecting Federated Learning Models from Malicious Participants with Model Slicing,2023,Deep Neural Networks;Software Engineering;Crowdsourcing;Federated Learning,1,"Z. Zhang (Key Laboratory of High-Confidence Software Technologies (MOE), School of Computer Science, Peking University); Y. Li (Institute for AI IndUSAtry Research (AIR), Tsinghua University); B. Liu (School of Computer Science, Beijing University of Posts and Telecommunications); Y. Cai (Key Laboratory of High-Confidence Software Technologies (MOE), School of Computer Science, Peking University); D. Li (Key Laboratory of High-Confidence Software Technologies (MOE), School of Computer Science, Peking University); Y. Guo (Key Laboratory of High-Confidence Software Technologies (MOE), School of Computer Science, Peking University); X. Chen (Key Laboratory of High-Confidence Software Technologies (MOE), School of Computer Science, Peking University)"
852,PTPDroid: Detecting Violated User Privacy Disclosures to Third-Parties of Android Apps,2023,Android app;privacy policy;third-party entities;violation detection;taint analysis;empirical study,0,"Z. Tan (School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China); W. Song (School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China)"
853,Adhere: Automated Detection and Repair of Intrusive Ads,2023,ad experience;advertising practice;Better Ads Standards,0,"Y. Yan (University of Southern California, Los Angeles, CA, USA); Y. Zheng (IBM T. J. Watson Research Center, Yorktown Heights, NY, USA); X. Liu (University at Buffalo, SUNY, Buffalo, NY, USA); N. Medvidovic (University of Southern California, Los Angeles, CA, USA); W. Wang (University of Southern California, Los Angeles, CA, USA)"
854,Bad Snakes: Understanding and Improving Python Package Index Malware Scanning,2023,Open-source software (OSS) Supply Chain;Malware Detection;PyPI;Qualitative Study;Quantitative Study,0,D. -L. Vu (Chainguard and FPT University); Z. Newman (Chainguard); J. S. Meyers (Chainguard)
855,FedDebug: Systematic Debugging for Federated Learning Applications,2023,software debugging;federated learning;testing;client;fault localization;neural networks;CNN,2,"W. Gill (Computer Science Department, Virginia Tech, Blacksburg, USA); A. Anwar (Computer Science and Engineering Department, University of Minnesota Twin Cities, Minneapolis, USA); M. A. Gulzar (Computer Science Department, Virginia Tech, Blacksburg, USA)"
856,Practical and Efficient Model Extraction of Sentiment Analysis APIs,2023,model extraction;sentiment analysis APIs;active learning;architecture search,0,"W. Wu (School of Software Engineering, Sun Yat-sen University); J. Zhang (Department of Computer Science and Engineering, The Chinese University of Hong Kong); V. J. Wei (Department of Computing, The Hong Kong Polytechnic University); X. Chen (Tencent); Z. Zheng (School of Software Engineering, Sun Yat-sen University); I. King (Department of Computer Science and Engineering, The Chinese University of Hong Kong); M. R. Lyu (Department of Computer Science and Engineering, The Chinese University of Hong Kong)"
857,CrossCodeBench: Benchmarking Cross-Task Generalization of Source Code Models,2023,Pre-training of source code;cross-task transfer learning;few-shot learning;AI for SE,2,"C. Niu (State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing); C. Li (State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing); V. Ng (Human Language Technology Research Institute, University of Texas at Dallas, Richardson, Texas, USA); B. Luo (State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing)"
858,ECSTATIC: An Extensible Framework for Testing and Debugging Configurable Static Analysis,2023,Program analysis;testing and debugging,0,"A. Mordahl (Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA); Z. Zhang (Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA); D. Soles (Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA); S. Wei (Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA)"
859,Responsibility in Context: On Applicability of Slicing in Semantic Regression Analysis,2023,Program slicing;slice minimization;regression failures;case study,0,"S. Badihi (University of British, Columbia, Canada); K. Ahmed (University of British, Columbia, Canada); Y. Li (school of computer science and engineering, nanyang technological university, singapore); J. Rubin (University of British, Columbia, Canada)"
860,Does the Stream API Benefit from Special Debugging Facilities? A Controlled Experiment on Loops and Streams with Specific Debuggers,2023,Software Engineering;Programming Techniques;Debugging aids;Usability testing,0,"J. Reichl (Institute for Computer Science and BUSAiness Information Systems (ICB), University of Duisburg-Essen, Schutzenbahn, Essen, Germany); S. Hanenberg (Institute for Computer Science and BUSAiness Information Systems (ICB), University of Duisburg-Essen, Essen, Germany); V. Gruhn (Institute for Computer Science and BUSAiness Information Systems (ICB), University of Duisburg-Essen, Essen, Germany)"
861,Fonte: Finding Bug Inducing Commits from Failures,2023,Bug Inducing Commit;Fault Localisation;Git;Weighted Bisection;Batch Testing,0,"G. An (School of Computing, KAIST, Daejeon, Republic of Korea); J. Hong (SAP Labs Korea, Seoul, Republic of Korea); N. Kim (School of Computing, KAIST, Daejeon, Republic of Korea); S. Yoo (School of Computing, KAIST, Daejeon, Republic of Korea)"
862,RepresentThemAll: A Universal Learning Representation of Bug Reports,2023,Training; Deep learning; Software maintenance; Costs; Computer bugs; Stacking; Transformers,0,"S. Fang (Macau University of Science and Technology, Macau, China); T. Zhang (Macau University of Science and Technology, Macau, China); Y. Tan (Macau University of Science and Technology, Macau, China); H. Jiang (Dalian University of Technology, Dalian, China); X. Xia (Huawei, Hangzhou, China); X. Sun (Yangzhou University, Yangzhou, China)"
